file,system,user,assistant,tool,unknown,total
00f0603f-62da-4486-b39c-dcf10add0f6c.json,1,1,60,59,0,121
01a53a79-7da0-4a40-9295-a46efa982212.json,1,1,71,70,0,143
0378a3d0-9f5f-4f22-9be8-fe87685e01b4.json,1,1,33,32,0,67
039152ce-a3d0-4fd7-bd64-7850b2df41f8.json,1,1,62,61,0,125
04c44ba5-1bd5-453c-9fb8-054ff50e470a.json,1,1,91,90,0,183
0555f0f0-261c-43a6-8ded-9e157391a538.json,1,1,250,250,0,502
0580547f-2d47-4fc1-81f7-782366474732.json,1,1,91,90,0,183
05a40bd3-f4cc-4ea3-ac57-6e0da4542801.json,1,1,45,44,0,91
06228830-df3c-425d-bf57-1f1a768137c6.json,1,1,47,46,0,95
062c2563-a76f-438d-84d5-4f8a41bea307.json,1,1,40,39,0,81
073619ae-617e-4a7c-b09f-ef762c1c6cfd.json,1,1,111,110,0,223
07478a49-a653-49d0-94ff-d2936fc73b07.json,1,1,36,35,0,73
07bd36bc-0252-4ad1-b8ae-2f6f75685a40.json,1,1,37,36,0,75
0970ff99-e9f0-44a1-bd45-fdbbd39a488c.json,1,1,34,33,0,69
0a35dc4d-90cf-4f31-af60-a0e0f83c9dc2.json,1,1,35,34,0,71
0a5991d3-6b75-4464-84fa-fe3756bca2cd.json,1,1,94,93,0,189
0a91c7d3-b63e-46ae-93b4-5dfccd79542d.json,1,1,38,37,0,77
0c066631-77ee-4ddc-b4a0-12d6cb3470a3.json,1,1,86,85,0,173
0cd156e7-da55-4374-aa36-2192a6598a18.json,1,1,44,43,0,89
0cf4d9da-a074-47e9-b389-73d34e8aa049.json,1,1,112,111,0,225
0d163864-9756-414e-9dfc-dd4ec7281708.json,1,1,25,24,0,51
0d96f450-d62a-469c-ae42-4f056681b39e.json,1,1,55,54,0,111
0e547836-2a10-4719-83d0-1b439bc91161.json,1,1,58,57,0,117
0e73e17f-eb41-4232-99c6-dd8aebd6ff8d.json,1,1,74,73,0,149
0eadd093-83dc-4c7d-b18e-ba7d59936aad.json,1,1,84,83,0,169
0eb66ef5-6094-4d5e-88ad-b336931307bf.json,1,2,32,31,0,66
0f65cb35-3be9-4869-8f2d-2ef139012bd2.json,1,1,75,74,0,151
0f740e6a-065f-4617-b4d8-78affa84c4ac.json,1,1,38,37,0,77
0f8b91e9-4376-4bf6-81ad-6d160e9e9986.json,1,1,132,131,0,265
101ec3d0-f22a-4701-b710-65f3a9f032ef.json,1,1,22,21,0,45
1155101f-8940-450f-890f-152e82792b50.json,1,1,80,79,0,161
1191459f-d752-4605-85b5-d034b3ee0267.json,1,1,30,29,0,61
124e5e3c-4c79-49b4-add4-d4da11e3635a.json,1,1,34,33,0,69
12815ec3-9f5e-4de2-b98c-b4dd528e5994.json,1,1,25,24,0,51
12fe2018-0dba-49d3-9f04-c834e4f2d132.json,1,1,33,32,0,67
130dd06b-2568-4acf-9031-0faf42f46202.json,1,1,78,77,0,157
1410bae4-1c2a-4793-af70-efb30d49f095.json,1,1,45,44,0,91
1510fce2-52f2-4f0e-9a43-204df2678a7d.json,1,1,25,24,0,51
1534a21e-14f1-4058-a253-e2a2e3e90cf0.json,1,1,70,69,0,141
15e8ddc5-b248-4ce0-b8f1-1c58401c9f28.json,1,1,42,41,0,85
16108f6b-4a7b-41b8-a04f-719f7403f9c2.json,1,1,45,44,0,91
1668b9b9-8313-4e2e-9d93-1fa2a08e52be.json,1,1,56,55,0,113
172e7ea3-df88-4cdc-9c07-097009950ce9.json,1,1,169,168,0,339
18208e86-dc20-494b-aad1-95b364f51373.json,1,1,57,56,0,115
18ac2bf0-cfdd-4a0b-bf36-62657d3663b7.json,1,1,82,81,0,165
1b714707-822d-453e-88a2-1ff74d2f9279.json,1,1,68,67,0,137
1b9cb378-4288-4b73-a451-c43c97710d57.json,1,1,49,48,0,99
1c4002c3-eb5e-4598-8a91-01fa165cbbad.json,1,1,63,62,0,127
1c6dc6a9-d3d6-4bab-9ca8-adbb7dba576b.json,1,1,66,65,0,133
1e16330c-668d-4b05-8dab-f846ad606f25.json,1,1,60,59,0,121
1e2504a3-d877-4982-9104-5d3b72ba791c.json,1,1,44,43,0,89
1e6b2cb5-ffcd-44d8-b97c-42fc2ea6decc.json,1,1,74,73,0,149
1e96645d-0ba4-4fa2-b23c-0ad1274de51c.json,1,1,53,52,0,107
1e9fb859-0116-42bc-b902-bc9b535ed9b8.json,1,1,55,54,0,111
1ea91f7b-0a09-44bb-9698-218863dbbbbe.json,1,1,100,99,0,201
1f0d7309-8583-4742-8ead-376c36cbdb65.json,1,1,79,78,0,159
1f2d4ee9-b2d9-481a-80bc-3222b9f46c3f.json,1,1,250,250,0,502
1f45bf0d-05b8-48e4-a381-c6bd7dc0230e.json,1,1,57,56,0,115
21024ef5-cce1-4f63-b95e-485e4ea76ca8.json,1,1,84,83,0,169
2109edc2-5c21-40a2-bc8b-b0482c1964f1.json,1,1,67,66,0,135
219ae18e-8061-4574-b455-160207b5e241.json,1,1,56,55,0,113
221cf2fc-c121-48e6-8821-e2dbb1d48701.json,1,1,83,82,0,167
221dafbc-0fc7-42f2-a835-b684fd176bd4.json,1,1,39,38,0,79
22a41adc-3543-4c2a-9be4-b883646defd5.json,1,1,35,34,0,71
22f148ea-c930-4c60-8a6c-e34c3d5dccad.json,1,1,46,45,0,93
23061712-faf6-4471-a445-081ec57cfa21.json,1,1,26,25,0,53
23548e54-8f04-4473-8e97-e15ea12638fd.json,1,1,54,53,0,109
24745a26-b2a1-406f-83cb-b970eea8b435.json,1,1,17,16,0,35
248ed427-db13-4ce7-97de-bf5e80169e69.json,1,1,27,26,0,55
24bf7678-1777-441e-9921-138aee850e9b.json,1,1,60,59,0,121
254838af-97d8-44d7-ac74-a1d2d1f607a9.json,1,1,78,77,0,157
26b46293-b700-4c74-8d1c-9005e722dc1a.json,1,1,38,37,0,77
2724ff30-1216-4b73-8b68-09fd9725f2ac.json,1,1,41,40,0,83
28558142-6219-4082-8258-f72f752dd7d4.json,1,2,44,43,0,90
28d4739e-32c2-4c74-affd-01a739d9ad60.json,1,1,25,24,0,51
29851525-7cd7-4eab-8be2-63fea020b6ce.json,1,1,54,53,0,109
29f76f93-f4cb-4f9a-8eeb-5f63b6ae11a4.json,1,1,69,68,0,139
2a6f9a90-1384-4387-b0c0-e49c87bd2fb6.json,1,1,137,136,0,275
2abf1a8f-83ed-4674-a959-d0607b9deb06.json,1,1,43,42,0,87
2bfac65c-0731-4a0e-a6a9-12ab87f49405.json,1,1,50,49,0,101
2c7f8027-d8e0-4ff9-a7c2-fbfd87b38b24.json,1,1,57,56,0,115
2cf0b06d-479e-41ff-9320-444af383804c.json,1,1,51,50,0,103
2d653a97-2a23-4523-b902-8b162126a354.json,1,1,93,92,0,187
2d709c95-a8bb-4ad3-9aee-1a51afe81b78.json,1,1,72,71,0,145
2d8af3e7-85d8-4fb2-843b-c690b977f240.json,1,1,68,67,0,137
2e17e775-984b-4a27-9413-bff2221dc279.json,1,1,38,37,0,77
2f812d63-f0fc-42ff-a0b3-465aba935bc2.json,1,1,76,75,0,153
3019a5fe-f57d-4c9f-962b-5fac11f3310f.json,1,1,50,49,0,101
3022d9f7-9f4c-4694-8bbd-8e10e1b5d6fd.json,1,1,31,30,0,63
30f7ab87-aa43-42dc-bf71-f75fd8142493.json,1,1,29,28,0,59
31101ac9-34d2-42a0-9261-67044d74c693.json,1,1,60,59,0,121
311b723f-bc0a-423e-bb4c-316c55ffad69.json,1,1,56,55,0,113
312ab3a7-9ba7-48f2-8276-b2b60f2e415f.json,1,1,17,16,0,35
319c5137-3a04-4947-bad0-f89f949283ed.json,1,1,81,80,0,163
320daa45-67ce-4b9c-86e8-c037f9c2bcb0.json,1,1,88,87,0,177
3230147d-fe50-4a2d-b7b2-02fa4eb51c4e.json,1,1,145,144,0,291
32617397-9d39-4617-a1bd-bbf33e901ccb.json,1,1,69,68,0,139
327a59ac-586e-43a4-832c-a3280f1eeb3d.json,1,1,84,83,0,169
34217f99-93ed-40c8-bb7a-a844a5fe33f8.json,1,1,121,120,0,243
35a32b94-08fc-4fc5-b655-cf36c8cdfc90.json,1,1,19,18,0,39
36a286e2-aad4-4e5a-9680-a14fa9a0b75f.json,1,1,75,74,0,151
37260bae-ce6b-4be8-8756-ab8f45439966.json,1,1,35,34,0,71
391fec5d-704d-42cd-b1da-8723e3385611.json,1,1,32,31,0,65
39537bdb-34d4-44bc-bd92-cb09ab85d58a.json,1,1,137,136,0,275
3a13fcf9-661c-4ed1-8a77-3bcdf1dfb4d5.json,1,1,31,30,0,63
3a9f5b82-8f0d-42c5-b0b6-be237fea20cc.json,1,1,56,55,0,113
3b286e02-d644-44ce-82de-59293645ee20.json,1,1,38,37,0,77
3b9f3fb9-6d44-455b-913f-aa462f16ba3c.json,1,1,42,41,0,85
3d24f152-a7f5-4773-8fc8-4aee50566afa.json,1,1,75,74,0,151
3da5f4e0-1fcd-405c-8071-20a79173b055.json,1,1,32,31,0,65
3e74752c-9c04-416d-8297-0c89c766111a.json,1,1,38,37,0,77
3eb34a2b-c2bf-43da-9677-bc1f736aa998.json,1,1,54,53,0,109
3eb9f172-c5a6-41f8-859c-4d23bed69054.json,1,1,92,91,0,185
